"Name","Match","EXTRACT","New","Revision","Ticker","Obsolete Date","Obsolete Month","Obsolete Year","Inception Date...4","Inception Month","Inception Year","Obsolete Type","US Category Group","Firm Name","Inception Date...8","Net Assets Date","Net Assets - Share Class USD","Share Class Type","Index Fund","Estimated Share Class Net Flow (Yearly) Year2015 USD","Estimated Share Class Net Flow (Yearly) Year2016 USD","Estimated Share Class Net Flow (Yearly) Year2017 USD","Estimated Share Class Net Flow (Yearly) Year2018 USD","Estimated Share Class Net Flow (Yearly) Year2019 USD","Annual Report Net Expense Ratio Year2015","Annual Report Net Expense Ratio Year2016","Annual Report Net Expense Ratio Year2017","Annual Report Net Expense Ratio Year2018","Annual Report Net Expense Ratio Year2019","Inception Date","Same_Year"
"American Funds Emerging Markets Bd 529C",TRUE," 529C","529C","529C","CBNCX",NA,NA,NA,2016-07-29,7,2016,NA,"Taxable Bond","American Funds",2016-07-29,2020-01-21,1347398,"C","No",NA,174105.196,388340.177,450267.741,284683.937,NA,0.64,1.8,1.82,NA,NA,NA
"Transamerica Small Cap Growth R4",TRUE," R4","R4","R4","TSPFX",NA,NA,NA,2017-03-10,3,2017,NA,"U.S. Equity","Transamerica",2017-03-10,2020-01-21,41659,"Retirement","No",NA,NA,-6006314.065,547490.083,-6948280.382,NA,NA,1.11,1.15,NA,NA,NA
"JNL/Morningstar Wide Moat Index A",TRUE," A","A","A",NA,NA,NA,NA,2018-08-13,8,2018,NA,"U.S. Equity","Jackson National",2018-08-13,2020-01-21,170993454,"A","Yes",NA,NA,NA,87920246.15,39250024.882,NA,NA,NA,0.77,NA,NA,NA
"JNL/American Funds Cptl Inc Builder I",TRUE," I","I","Instl",NA,NA,NA,NA,2018-08-13,8,2018,NA,"Allocation","Jackson National",2018-08-13,2020-01-21,3013955,"Inst","No",NA,NA,NA,1260714.466,1442073.861,NA,NA,NA,0.25,NA,NA,NA
"American Funds American Mutual F3",TRUE," F3","F3","F3","AFMFX",NA,NA,NA,2017-01-27,1,2017,NA,"U.S. Equity","American Funds",2017-01-27,2020-01-21,2756592722,"Other","No",NA,NA,1117663078.786,399275151.853,684273896.486,NA,NA,0.3,0.31,0.29,NA,NA
"Fidelity Advisor® NY Municipal Inc Z",TRUE," Z","Z","Z","FIJAX",NA,NA,NA,2018-10-02,10,2018,NA,"Municipal Bond","Fidelity Investments",2018-10-02,2019-12-31,5427675,"Other","No",NA,NA,NA,1755955.922,3490007.863,NA,NA,NA,NA,0.43,NA,NA
"Fidelity Advisor® Materials Z",TRUE," Z","Z","Z","FIJFX",NA,NA,NA,2018-10-02,10,2018,NA,"Sector Equity","Fidelity Investments",2018-10-02,2019-12-31,17054138,"Other","No",NA,NA,NA,7842902.093,8326753.449,NA,NA,NA,NA,0.61,NA,NA
"Fidelity Advisor® California Muni Inc Z",TRUE," Z","Z","Z","FIJBX",NA,NA,NA,2018-10-02,10,2018,NA,"Municipal Bond","Fidelity Investments",2018-10-02,2019-12-31,38574228,"Other","No",NA,NA,NA,4776251.062,32055758.078,NA,NA,NA,NA,0.43,NA,NA
"Fidelity Advisor® Real Estate Z",TRUE," Z","Z","Z","FIKJX",NA,NA,NA,2018-10-02,10,2018,NA,"Sector Equity","Fidelity Investments",2018-10-02,2019-12-31,10085403,"Other","No",NA,NA,NA,3673366.694,5723775.551,NA,NA,NA,NA,0.64,NA,NA
"Fidelity Advisor® Japan Z",TRUE," Z","Z","Z","FIQLX",NA,NA,NA,2018-10-02,10,2018,NA,"International Equity","Fidelity Investments",2018-10-02,2019-12-31,8507193,"Inst","No",NA,NA,NA,293453.808,7329631.295,NA,NA,NA,0.95,0.86,NA,NA
"Victory Tax-Exempt C{mg}",TRUE," C{mg}","C","C",NA,2016-08-01,8,2016,2016-06-16,6,2016,"Merged",NA,"Victory",2016-06-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-16,1
"JPMorgan High Yield Opportunities I",TRUE," I","I","Instl",NA,2019-12-20,12,2019,2016-08-26,8,2016,"Liquidated",NA,"JPMorgan",2016-08-26,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,0.78,0.79,0.8,2016-08-26,0
"Victory Global Natural Resources Y{mg}",TRUE," Y{mg}","Y","Y",NA,2016-08-01,8,2016,2016-06-16,6,2016,"Merged",NA,"Victory",2016-06-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-16,1
"Victory RS Large Cap Alpha A{mg}",TRUE," A{mg}","A","A",NA,2016-08-01,8,2016,2016-06-16,6,2016,"Merged",NA,"Victory",2016-06-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-16,1
"Victory RS Select Growth C{mg}",TRUE," C{mg}","C","C",NA,2016-08-01,8,2016,2016-06-16,6,2016,"Merged",NA,"Victory",2016-06-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-16,1
"Victory RS International R{mg}",TRUE," R{mg}","R","R",NA,2016-08-01,8,2016,2016-06-16,6,2016,"Merged",NA,"Victory",2016-06-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-16,1
"Victory RS Small Cap Growth R{mg}",TRUE," R{mg}","R","R",NA,2016-08-01,8,2016,2016-06-16,6,2016,"Merged",NA,"Victory",2016-06-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-16,1
"Victory High Yield Y{mg}",TRUE," Y{mg}","Y","Y",NA,2016-08-01,8,2016,2016-06-16,6,2016,"Merged",NA,"Victory",2016-06-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-16,1
"Victory RS Mid Cap Growth A{mg}",TRUE," A{mg}","A","A",NA,2016-08-01,8,2016,2016-06-16,6,2016,"Merged",NA,"Victory",2016-06-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-16,1
"Rational/ReSolve Adaptive Asset Allc C",TRUE," C","C","C","RDMCX",NA,NA,NA,2016-09-30,9,2016,NA,"Alternative","Rational Funds",2016-09-30,2020-01-21,483874,"C","No",NA,NA,337309.642,-20179.318,68049.399,NA,2.99,2.97,2.97,NA,NA,NA
"Victory Sophus Emerging Markets R6",TRUE," R6","R6","R6","RSERX",NA,NA,NA,2016-11-15,11,2016,NA,"International Equity","Victory",2016-11-15,2020-01-21,71607129,"Retirement","No",NA,63450.853,15338214.645,15519956.61,31921122.497,NA,1.16,1.03,0.89,NA,NA,NA
"Victory RS Science and Technology C{mg}",TRUE," C{mg}","C","C",NA,2016-08-01,8,2016,2016-06-16,6,2016,"Merged",NA,"Victory",2016-06-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-16,1
"AlphaCentric Premium Opportunity C",TRUE," C","C","C","HMXCX",NA,NA,NA,2016-09-30,9,2016,NA,"Alternative","AlphaCentric Funds",2016-09-30,2020-01-21,142948,"C","No",NA,NA,242740.084,-120976.637,31778.716,NA,NA,3.35,3.34,3.06,NA,NA
"Putnam Small Cap Growth R6",TRUE," R6","R6","R6","PLKGX",NA,NA,NA,2015-06-29,6,2015,NA,"U.S. Equity","Putnam",2015-06-29,2019-12-31,20084139,"Retirement","No",7609564.916,975385.665,-983870.916,-2833308.873,-542705.564,0,0.81,0.77,0.82,0.8,NA,NA
"Touchstone Global ESG Equity Fd - Cl I",TRUE," I","I","Instl","TROCX",NA,NA,NA,2015-05-04,5,2015,NA,"International Equity","Touchstone",2015-05-04,2020-01-21,42440953,"Inst","No",5894341.74,12857129.179,14048780.428,2850151.907,-2831907.437,NA,0.89,0.89,0.89,0.89,NA,NA
"Pioneer Balanced ESG K",TRUE," K","K","K","PCBKX",NA,NA,NA,2015-12-01,12,2015,NA,"Allocation","Pioneer Investments",2015-12-01,2020-01-21,276187,"Retirement","No",9721,88674.116,-10026.308,-9121.763,131059.197,NA,0.98,0.85,0.85,0.76,NA,NA
"Nuveen Strategic Income R6",TRUE," R6","R6","R6","FSFRX",NA,NA,NA,2015-01-20,1,2015,NA,"Taxable Bond","Nuveen",2015-01-20,2020-01-21,71383427,"Retirement","No",34490344.198,-1914541.621,13534723.9,-1137284.83,22878137.857,0.5,0.5,0.51,0.5,0.5,NA,NA
"Carillon Eagle Mid Cap Growth Y",TRUE," Y","Y","Y","HRAYX",NA,NA,NA,2017-11-20,11,2017,NA,"U.S. Equity","Carillon Family of Funds",2017-11-20,2020-01-21,4195114,"Inst","No",NA,NA,10106.208,359629.485,3214849.663,NA,NA,NA,1.13,1.01,NA,NA
"Manning & Napier Blended Asset Cnsv R6",TRUE," R6","R6","R6",NA,NA,NA,NA,2017-10-13,10,2017,NA,"Allocation","Manning & Napier",2017-10-13,2020-01-21,81361447,"Retirement","No",NA,NA,NA,NA,-56759915.062,NA,NA,0.45,0.45,0.45,NA,NA
"Goldman Sachs ESG Em Mkts Eq R",TRUE," R","R","R","GEBRX",NA,NA,NA,2018-05-31,5,2018,NA,"International Equity","Goldman Sachs",2018-05-31,2020-01-21,186684,"Retirement","No",NA,NA,NA,49983.301,117212.779,NA,NA,NA,1.78,1.92,NA,NA
"Goldman Sachs ESG Em Mkts Eq Inst",TRUE," Inst","Inst","Instl","GEBIX",NA,NA,NA,2018-05-31,5,2018,NA,"International Equity","Goldman Sachs",2018-05-31,2020-01-21,7596551,"Inst","No",NA,NA,NA,6748305.827,119654.753,NA,NA,NA,1.14,1.21,NA,NA
"Wells Fargo International Government Bd",TRUE," Bd","Bd","Bd",NA,NA,NA,NA,2017-08-16,8,2017,NA,"Taxable Bond","Wells Fargo Funds",2017-08-16,NA,NA,"Other","Yes",NA,NA,NA,NA,NA,NA,NA,NA,1.69,0,NA,NA
"American Century High Income Y{mg}",TRUE," Y{mg}","Y","Y",NA,2017-10-02,10,2017,2017-08-02,8,2017,"Merged","Taxable Bond","American Century Investments",2017-08-02,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-08-02,1
"American Funds New World R5E",TRUE," R5E","R5E","R5E","RNWHX",NA,NA,NA,2015-11-20,11,2015,NA,"International Equity","American Funds",2015-11-20,2020-01-21,46602671,"Retirement","No",9813.349,271667.603,5647626.114,12925073.493,18563918.902,NA,0.89,0.79,0.77,0.76,NA,NA
"American Funds New Perspective R5E",TRUE," R5E","R5E","R5E","RNPHX",NA,NA,NA,2015-11-20,11,2015,NA,"International Equity","American Funds",2015-11-20,2020-01-21,178134676,"Retirement","No",9361.21,2158.343,2953303.969,92295671.789,26558894.786,NA,0.69,0.59,0.57,0.57,NA,NA
"Transamerica Unconstrained Bond A LW",TRUE," A LW","A","A","TUNAX.lw",2016-11-30,11,2016,2016-12-19,12,2016,"Liquidated","Taxable Bond","Transamerica",2016-12-19,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-12-19,1
"Lord Abbett Short Duration Core Bond I",TRUE," I","I","Instl","LSCIX",NA,NA,NA,2017-04-19,4,2017,NA,"Taxable Bond","Lord Abbett",2017-04-19,2020-01-21,1695274,"Inst","No",NA,NA,50097.983,76062.465,1744825.367,NA,NA,0.4,0.4,NA,NA,NA
"Henderson Unconstrained Bond R6",TRUE," R6","R6","R6",NA,2016-12-29,12,2016,2015-11-30,11,2015,"Liquidated","Taxable Bond","Henderson Global",2015-11-30,2016-12-29,189,"Retirement","No",23621904.035,-21811507.294,NA,NA,NA,NA,0.9,NA,NA,NA,2015-11-30,0
"VY® JPMorgan Small Cap Core Equity R6",TRUE," R6","R6","R6","VPRSX",NA,NA,NA,2016-05-02,5,2016,NA,"U.S. Equity","Voya",2016-05-02,2020-01-21,38871561,"Retirement","No",NA,29433.652,15354740.464,10500737.646,5976079.575,NA,0.85,0.85,0.85,NA,NA,NA
"T. Rowe Price Health Sciences I",TRUE," I","I","Instl","THISX",NA,NA,NA,2016-03-23,3,2016,NA,"Sector Equity","T. Rowe Price",2016-03-23,2020-01-21,1189717035,"Inst","No",NA,307734363.524,76691284.837,392067268.202,70430749.24,NA,0.66,0.65,0.66,NA,NA,NA
"Recurrent Natural Resources I",TRUE," I","I","Instl",NA,2019-01-31,1,2019,2017-10-27,10,2017,"Liquidated","Sector Equity","Rrecurrent Advisors",2017-10-27,2019-01-31,137836,"Inst","No",NA,NA,NA,482400.28,NA,NA,NA,1.25,1.25,NA,2017-10-27,0
"American Century International Gr R5",TRUE," R5","R5","R5","ATGGX",NA,NA,NA,2017-04-10,4,2017,NA,"International Equity","American Century Investments",2017-04-10,2020-01-21,6700,"Retirement","No",NA,NA,5213.908,37.006,-0.005,NA,NA,0.97,0.97,NA,NA,NA
"Lord Abbett Short Duration Income R5",TRUE," R5","R5","R5","LDLTX",NA,NA,NA,2015-06-30,6,2015,NA,"Taxable Bond","Lord Abbett",2015-06-30,2020-01-21,74078764,"Retirement","No",319311.069,12969803.745,11332312.067,28365699.838,14979308.812,0.4,0.4,0.39,0.39,NA,NA,NA
"American Century Core Plus I",TRUE," I","I","Instl","ACCTX",NA,NA,NA,2017-04-10,4,2017,NA,"Taxable Bond","American Century Investments",2017-04-10,2020-01-21,30485480,"Inst","No",NA,NA,3878424.448,468875.276,26219700.145,NA,NA,NA,0.53,0.48,NA,NA
"Transamerica Global Long/Short Equi A LW",TRUE," A LW","A","A","TAEAX.lw",2016-11-30,11,2016,2015-11-30,11,2015,"Liquidated","Alternative","Transamerica",2015-11-30,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-11-30,0
"Russell Inv Multifactor US Equity A",TRUE," A","A","A","RTDAX",NA,NA,NA,2018-04-26,4,2018,NA,"U.S. Equity","Russell",2018-04-26,2020-01-21,8683532,"A","No",NA,NA,NA,-988777.697,-2139144.984,NA,NA,NA,0.85,0.81,NA,NA
"DoubleLine Global Bond I",TRUE," I","I","Instl","DBLGX",NA,NA,NA,2015-12-17,12,2015,NA,"Taxable Bond","DoubleLine",2015-12-17,2020-01-21,1247272444,"Inst","No",4877447,262250308.538,322448415.633,241106118.059,386855171.877,NA,0.7,0.66,0.56,0.55,NA,NA
"Rivington Diversified Global Eq by WHV A",TRUE," A","A","A",NA,2016-04-26,4,2016,2015-06-24,6,2015,"Liquidated","International Equity","WHV Investments",2015-06-24,2016-04-25,4583,"A","No",4848.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-24,0
"Columbia Global Unconstrained Bond R5",TRUE," R5","R5","R5",NA,2016-08-25,8,2016,2015-06-30,6,2015,"Liquidated","Taxable Bond","Columbia",2015-06-30,2016-08-25,9170,"Retirement","No",10001.08,NA,NA,NA,NA,0.8,NA,NA,NA,NA,2015-06-30,0
"BlackRock California Munl Opps Inv K",TRUE," K","K","K","MKCMX",NA,NA,NA,2018-01-25,1,2018,NA,"Municipal Bond","BlackRock",2018-01-25,2020-01-21,127700812,"Retirement","No",NA,NA,NA,NA,87373006.823,NA,NA,NA,0.49,0.56,NA,NA
"Franklin High Yield Tax Free Inc M",TRUE," M","M","M",NA,2018-06-08,6,2018,2018-02-01,2,2018,"Liquidated","Municipal Bond","Franklin Templeton Investments",2018-02-01,NA,NA,"M","No",NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,2018-02-01,1
"T. Rowe Price Intl Bd (USD Hdgd) Adv",TRUE," Adv","Adv","Advisor","TTABX",NA,NA,NA,2017-09-12,9,2017,NA,"Taxable Bond","T. Rowe Price",2017-09-12,2020-01-21,250699,"Adv","No",NA,NA,249266.634,-229.563,42.732,NA,NA,0.99,0.99,NA,NA,NA
"Harbor Real Return Retirement",TRUE," Retirement","Retirement","R",NA,2019-10-30,10,2019,2018-06-01,6,2018,"Liquidated","Taxable Bond","Harbor",2018-06-01,2019-10-30,35,"Retirement","No",NA,NA,NA,328095.481,NA,NA,NA,NA,0.96,NA,2018-06-01,0
"Pear Tree Polaris Intl Opps Ord",TRUE," Ord","Ord","Ord","QISOX",NA,NA,NA,2019-01-29,1,2019,NA,"International Equity","Pear Tree Funds",2019-01-29,2020-01-21,71819,"Other","No",NA,NA,NA,NA,63534.176,NA,NA,NA,NA,4.54,NA,NA
"Frontier MFG Select Infrastructure Instl",TRUE," Instl","Instl","Instl","FMSIX",NA,NA,NA,2018-07-02,7,2018,NA,"Sector Equity","Frontier Funds",2018-07-02,2020-01-21,93874708,"Inst","No",NA,NA,NA,33395047.402,47740625.068,NA,NA,NA,NA,0.8,NA,NA
"American Century Focused Intl Gr G",TRUE," G","G","G","AFCGX",NA,NA,NA,2019-04-01,4,2019,NA,"International Equity","American Century Investments",2019-04-01,2020-01-21,1961458,"Other","No",NA,NA,NA,NA,1121957.961,NA,NA,NA,NA,NA,NA,NA
"Fidelity® Puritan K6",TRUE," K6","K6","K6","FPKFX",NA,NA,NA,2019-06-14,6,2019,NA,"Allocation","Fidelity Investments",2019-06-14,2019-12-31,134838077,"Retirement","No",NA,NA,NA,NA,128316584.554,NA,NA,NA,NA,0.31,NA,NA
"Catholic Investor Long/Short Eq I",TRUE," I","I","Instl","KCEIX",NA,NA,NA,2019-12-02,12,2019,NA,"Alternative","Catholic Investor",2019-12-02,2020-01-21,21158323,"Inst","No",NA,NA,NA,NA,20222181,NA,NA,NA,NA,NA,NA,NA
"Invesco Oppenheimer Intl Dvrs A {mg}",TRUE," A {mg}","A","A",NA,2019-05-24,5,2019,2019-01-16,1,2019,"Merged","International Equity","Invesco",2019-01-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-16,1
"Invesco Oppenheimer Mid Cap Value C{mg}",TRUE," C{mg}","C","C",NA,2019-05-24,5,2019,2019-01-16,1,2019,"Merged","U.S. Equity","Invesco",2019-01-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-16,1
"Invesco Oppenheimer Intl SmMid ComR6{mg}",TRUE," ComR6{mg}","ComR6","R6",NA,2019-05-24,5,2019,2019-01-16,1,2019,"Merged","International Equity","Invesco",2019-01-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-16,1
"Invesco Oppenheimer MainStrt SmCp R{mg}",TRUE," R{mg}","R","R",NA,2019-05-24,5,2019,2019-01-16,1,2019,"Merged","U.S. Equity","Invesco",2019-01-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-16,1
"Invesco Oppenheimer Mid Cap Value R5",TRUE," R5","R5","R5","MCVDX",NA,NA,NA,2019-05-24,5,2019,NA,"U.S. Equity","Invesco",2019-05-24,2020-01-21,9915,"Retirement","No",NA,NA,NA,NA,8592.937,NA,NA,NA,NA,0.8,NA,NA
"Invesco Oppenheimer Global Opp A{mg}",TRUE," A{mg}","A","A",NA,2019-05-24,5,2019,2019-01-16,1,2019,"Merged","International Equity","Invesco",2019-01-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-16,1
"Invesco Oppenheimer Intl Eq Y {mg}",TRUE," Y {mg}","Y","Y",NA,2019-05-24,5,2019,2019-01-16,1,2019,"Merged","International Equity","Invesco",2019-01-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-16,1
"Invesco Oppenheimer Global MA Gr R6{mg}",TRUE," R6{mg}","R6","R6",NA,2019-05-24,5,2019,2019-01-16,1,2019,"Merged","Allocation","Invesco",2019-01-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-16,1
"Invesco Oppenheimer Rchst NJ Mncpl R6",TRUE," R6","R6","R6","IORJX",NA,NA,NA,2019-05-24,5,2019,NA,"Municipal Bond","Invesco",2019-05-24,2020-01-21,10325,"Retirement","No",NA,NA,NA,NA,9897.937,NA,NA,NA,NA,0.99,NA,NA
"Invesco Oppenheimer Rchst HYMncpl R5",TRUE," R5","R5","R5","IORHX",NA,NA,NA,2019-05-24,5,2019,NA,"Municipal Bond","Invesco",2019-05-24,2020-01-21,10420,"Retirement","No",NA,NA,NA,NA,9855.484,NA,NA,NA,NA,0.91,NA,NA
"Invesco Oppenheimer Fdmtl Alts A{mg}",TRUE," A{mg}","A","A",NA,2019-05-24,5,2019,2019-01-16,1,2019,"Merged","Alternative","Invesco",2019-01-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-16,1
"Invesco Oppenheimer Global HY C{mg}",TRUE," C{mg}","C","C",NA,2019-05-24,5,2019,2019-01-16,1,2019,"Merged","Taxable Bond","Invesco",2019-01-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-16,1
"Invesco Oppenheimer SP MLP AlphPlsC{mg}",TRUE," AlphPlsC{mg}","AlphPlsC","C",NA,2019-05-24,5,2019,2019-01-16,1,2019,"Merged","Sector Equity","Invesco",2019-01-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-16,1
"Invesco Oppenheimer Intl SmMid Com R{mg}",TRUE," R{mg}","R","R",NA,2019-05-24,5,2019,2019-01-16,1,2019,"Merged","International Equity","Invesco",2019-01-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-16,1
"Invesco Oppenheimer Capital Apprec A{mg}",TRUE," A{mg}","A","A",NA,2019-05-24,5,2019,2019-01-16,1,2019,"Merged","U.S. Equity","Invesco",2019-01-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-16,1
"Invesco Oppenheimer Senior Fl Rt R6{mg}",TRUE," R6{mg}","R6","R6",NA,2019-05-24,5,2019,2019-01-16,1,2019,"Merged","Taxable Bond","Invesco",2019-01-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-16,1
"Invesco Oppenheimer Gold&Spec Mnrl C{mg}",TRUE," C{mg}","C","C",NA,2019-05-24,5,2019,2019-01-16,1,2019,"Merged","Sector Equity","Invesco",2019-01-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-16,1
"Invesco Oppenheimer SP MLP Slct 40 Y{mg}",TRUE," Y{mg}","Y","Y",NA,2019-05-24,5,2019,2019-01-16,1,2019,"Merged","Sector Equity","Invesco",2019-01-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-16,1
"Invesco Oppenheimer Rchst AMT-Fr MncplR6",TRUE," MncplR6","MncplR6","R6","IORAX",NA,NA,NA,2019-05-24,5,2019,NA,"Municipal Bond","Invesco",2019-05-24,2020-01-21,5354628,"Retirement","No",NA,NA,NA,NA,5233627.672,NA,NA,NA,NA,0.72,NA,NA
"Pinnacle TrendRating Innovative Eq I",TRUE," I","I","Instl","IPTRX",NA,NA,NA,2018-12-03,12,2018,NA,"U.S. Equity","Pinnacle",2018-12-03,2020-01-21,3125711,"Inst","No",NA,NA,NA,153165,2548470.568,NA,NA,NA,NA,0.99,NA,NA
"TIAA-CREF Green Bond Premier",TRUE," Premier","Premier","Premier","TGRLX",NA,NA,NA,2018-11-16,11,2018,NA,"Taxable Bond","TIAA Investments",2018-11-16,2020-01-21,1065998,"Other","No",NA,NA,NA,998578.988,242.07,NA,NA,NA,NA,0.6,NA,NA
"Context Insurance Linked Income Instl",TRUE," Instl","Instl","Instl",NA,2019-12-30,12,2019,2018-12-31,12,2018,"Liquidated","Taxable Bond","Rational Funds",2018-12-31,2019-12-30,12901733,"Inst","No",NA,NA,NA,248000,346741.354,NA,NA,NA,NA,NA,2018-12-31,0
"Castle Tandem Institutional",TRUE," Institutional","Institutional","Instl","TANDX",NA,NA,NA,2019-03-15,3,2019,NA,"U.S. Equity","Castle Investment Management",2019-03-15,2020-01-21,9415627,"Inst","No",NA,NA,NA,NA,8318442.646,NA,NA,NA,NA,1.18,NA,NA
"Invesco Oppenheimer Global Strat Inc R5",TRUE," R5","R5","R5","GLSSX",NA,NA,NA,2019-05-24,5,2019,NA,"Taxable Bond","Invesco",2019-05-24,2020-01-21,10350,"Retirement","No",NA,NA,NA,NA,9782.672,NA,NA,NA,NA,0.7,NA,NA
"Invesco Oppenheimer Main Street C{mg}",TRUE," C{mg}","C","C",NA,2019-05-24,5,2019,2019-01-16,1,2019,"Merged","U.S. Equity","Invesco",2019-01-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-16,1
"Invesco Oppenheimer Senior Fl Rt + Y{mg}",TRUE," Y{mg}","Y","Y",NA,2019-05-24,5,2019,2019-01-16,1,2019,"Merged","Taxable Bond","Invesco",2019-01-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-16,1
"InvescoOppenheimerPrefScsandIncA{MG}",TRUE,"InvescoOppenheimerPrefScsandIncA{MG}","InvescoOppenheimerPrefScsandIncA","A",NA,2019-05-24,5,2019,2019-01-16,1,2019,"Merged","Taxable Bond","Invesco",2019-01-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-16,1
"Invesco Oppenheimer Global HY R6{mg}",TRUE," R6{mg}","R6","R6",NA,2019-05-24,5,2019,2019-01-16,1,2019,"Merged","Taxable Bond","Invesco",2019-01-16,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-16,1
"Putnam NY Tax Exempt Income R6",TRUE," R6","R6","R6","PNYRX",NA,NA,NA,2018-05-22,5,2018,NA,"Municipal Bond","Putnam",2018-05-22,2019-12-31,113464578,"Retirement","No",NA,NA,NA,3414511.518,107544646.375,NA,NA,NA,0.27,NA,NA,NA
"TIAA-CREF S&P 500 Index W",TRUE," W","W","W","TISWX",NA,NA,NA,2019-09-30,9,2019,NA,"U.S. Equity","TIAA Investments",2019-09-30,2020-01-21,19110501,"Other","Yes",NA,NA,NA,NA,17371967.561,NA,NA,NA,NA,0,NA,NA
"Oakmark International Small Cap Advisor",TRUE," Advisor","Advisor","Advisor","OAYEX",NA,NA,NA,2016-11-30,11,2016,NA,"International Equity","Oakmark",2016-11-30,2020-01-21,160568149,"Adv","No",NA,33845784.968,376254269.241,-238729758.078,4511054.618,NA,NA,1.21,1.32,1.26,NA,NA
"iShares Short-Term TIPS Bond Idx Instl",TRUE," Instl","Instl","Instl","BIIPX",NA,NA,NA,2016-02-16,2,2016,NA,"Taxable Bond","BlackRock",2016-02-16,2020-01-21,722766,"Inst","Yes",NA,473963.901,2874945.245,-2376659.782,-288753.97,NA,0.09,0.08,0.09,NA,NA,NA
"American Funds Corporate Bond F2",TRUE," F2","F2","F2","BFCGX",NA,NA,NA,2016-07-29,7,2016,NA,"Taxable Bond","American Funds",2016-07-29,2020-01-21,55776427,"Other","No",NA,4367377.875,14237948.654,12495791.768,21759317.347,NA,NA,0.66,0.66,0.67,NA,NA
"Voya US High Dividend Low Volatility A",TRUE," A","A","A","VHDAX",NA,NA,NA,2016-12-06,12,2016,NA,"U.S. Equity","Voya",2016-12-06,2020-01-21,686358,"A","No",NA,7728,63325.486,137899.965,351965.408,NA,NA,0.81,0.8,0.8,NA,NA
"Voya International High Div Volatil A",TRUE," A","A","A","VGLAX",NA,NA,NA,2016-12-06,12,2016,NA,"International Equity","Voya",2016-12-06,2020-01-21,5054819,"A","No",NA,4071502,109521.413,90651.27,42528.357,NA,NA,0.85,0.85,0.89,NA,NA
